IMO,NAME,TYPE,FLAG,ARRIV/TIME,BERTH,LPOC,NPOC,PORT,ARRI/DATE
9498236,SUNDA,BULK CARRIER,LIBERIA,1330,MW-2,MUMBAI,PORT QASIM,PQA,7/10/2024
9440497,ALIGOTE,OIL/CHEMICAL TANKER,MARSHALL ISLANDS,1900,FOTCO,KARACHI,PORT QASIM,PQA,7/10/2024
9399222,CMA CGM TITAN,CONTAINER SHIP,MALTA,135,SAPT-4,Khalifa,KARACHI,KPT,10/8/2024
8357485,XIN LONG YUN 55,GENERAL CARGO,PANAMA,1300,WW-26+27,JEBEL ALI,KARACHI,KPT,10/8/2024
9450301,NORTHERN PRACTISE,CONTAINER SHIP,LIBERIA,1355,WW-28+29,JEBEL ALI,KARACHI,KPT,10/8/2024
9632741,KOTA MANIS,CONTAINER SHIP,SINGAPORE,1815,SAPT-3,MUNDRA,KARACHI,KPT,10/8/2024
9951898,CENTURION SIGNIFER,BULK CARRIER,PANAMA,2100,EW-11+12,PORT QASIM,KARACHI,KPT,10/8/2024
9695016,MSC ALINA,CONTAINER SHIP,LIBERIA,1100,QICT-9,MUNDRA,PORT QASIM,PQA,10/8/2024
9053816,AL DIAB II,LPG TANKER,?PALAU,1120,SSGC,KHOR AL ZUBAIR,PORT QASIM,PQA,10/8/2024
9295270,PETREL 1,OIL/CHEMICAL TANKER,LIBERIA,1830,LCT,SINGAPORE ANCH,PORT QASIM,PQA,10/8/2024
9718571,KIRAN CARIBBEAN,BULK CARRIER,MALTA,400,EW-14+15,COLOMBO,KARACHI,KPT,10/9/2024
9337250,ADDISON,CONTAINER SHIP,LIBERIA,410,EW-8+9,JEBEL ALI,KARACHI,KPT,10/9/2024
9748071,AFRICAN LOON,BULK CARRIER,BAHAMAS,745,WW-24+25,MUNDRA,KARACHI,KPT,10/9/2024
9404883,OOCL JAKARTA,CONTAINER SHIP,HONG KONG,1415,WW-26+27,SINGAPORE,KARACHI,KPT,10/9/2024
90856625,AL WAJBAH,LNG TANKER,MARSHALL ISLANDS,1040,EETL,RAS LAFFAN,PORT QASIM,PQA,10/9/2024
9477804,MARATHOPOLIS,CONTAINER SHIP,MALTA,1150,QICT-8,NHAVA SHEVA,PORT QASIM,PQA,10/9/2024
9129380,LPG FSM,LPG TANKER,LIBERIA,1206,EVTL,KHOR FAKKAN,PORT QASIM,PQA,10/9/2024
9699270,HELSINKI EAGLE,BULK CARRIER,MARSHALL ISLANDS,1440,PIBT,MTWARA,PORT QASIM,PQA,10/9/2024
9416769,KONG QUE SONG,GENERAL CARGO,SINGAPORE,340,EW-10+11,SHANGHAI,KARACHI,KPT,10/10/2024
9687538,CAUTIN,CONTAINER SHIP,LIBERIA,500,SAPT-4,KARACHI,NHAVA SHEVA,KPT,10/10/2024
9967500,TS KEELUNG,CONTAINER SHIP,MARSHALL ISLANDS,1400,SAPT-3,PORT KLANG,KARACHI,KPT,10/10/2024
9193599,POLAR STAR,CHEMICAL TANKER,PANAMA,1435,EW-1,YANBU INDUSTRIAL,KARACHI,KPT,10/10/2024
9989560,XT PROSPERITY,OIL/CHEMICAL TANKER,LIBERIA,1615,OP-2,FUJAIRAH,KARACHI,KPT,10/10/2024
9721073,CLIPPER TERESA,BULK CARRIER,MARSHALL ISLANDS,2300,EW-13+14,KARACHI,ORDER,KPT,10/10/2024
9700081,CHRISTOS K,BULK CARRIER,MARSHALL ISLANDS,920,MW-2,PORT QASIM,ORDER,PQA,10/10/2024
9339856,ATLANTIC IBIS,CONTAINER SHIP,MARSHALL ISLANDS,1248,QICT-9,PORT QASIM,KARACHI,PQA,10/10/2024
9300532,YASA AYSEN,BULK CARRIER,MARSHALL ISLANDS,1255,PIBT,RICHARDS BAY,PORT QASIM,PQA,10/10/2024
9737101,BRISTOL TRADER,OIL/CHEMICAL TANKER,PHILIPPINES,1500,EVTL,TENERIFE,PORT QASIM,PQA,10/10/2024
9342700,WAN HAI 316,CONTAINER SHIP,SINGAPORE,1815,QICT-7,JEBEL ALI,PORT QASIM,PQA,10/10/2024
9305661,HYUNDAI HONGKONG,CONTAINER SHIP,CYPRUS,1815,QICT-8,PORT QASIM,HAZIRA,PQA,10/10/2024
9796274,JARU BHUM,CONTAINER SHIP,THAILAND,505,EW-8+9,KARACHI,SOHAR,KPT,10/11/2024
9339856,ATLANTIC IBIS,CONTAINER SHIP,MARSHALL ISLANDS,510,WW-28+29,PORT QASIM,KARACHI,KPT,10/11/2024
9298351,DOLPHIN 08,CHEMICAL TANKER,PANAMA,600,OP-3,AL JUBAIL,KARACHI,KPT,10/11/2024
9393008,AQUARIUS,OIL/CHEMICAL TANKER,VIETNAM,1545,EW-2,KANDLA,KARACHI,KPT,10/11/2024
9883742,MARAN GAS KLYMNOS,LNG TANKER,GREECE,1320,PGPCL,BONNY,PORT QASIM,PQA,10/11/2024
9185877,AU TAURUS,OIL/CHEMICAL TANKER,PANAMA,1425,LCT,NHAVA SHEVA,PORT QASIM,PQA,10/11/2024
9266372,VAN PHONG 1,CRUDE OIL TANKER,VIETNAM,1620,FOTCO,JEBEL ALI,PORT QASIM,PQA,10/11/2024
9746798,APEX,BULK CARRIER,MARSHALL ISLANDS,1820,MW-1,NAVLAKHI ANCH,PORT QASIM,PQA,10/11/2024
9459163,NORD TAIPEI,GENERAL CARGO,PANAMA,1820,FAP,MUNDRA,PORT QASIM,PQA,10/11/2024
9513830,NOSTROMO,BULK CARRIER,MARSHALL ISLANDS,45,EW-10+11,PORT QASIM,KARACHI,KPT,10/12/2024
9967457,X PRESS CASSIOPEIA,CONTAINER SHIP,SINGAPORE,740,SAPT-4,PORT QASIM,KARACHI,KPT,10/12/2024
9596715,OCEAN FEATHER,BULK CARRIER,SINGAPORE,800,EW-16+17,RICHARDS BAY,KARACHI,KPT,10/12/2024
9367827,CMA CGM ZANZIBAR,CONTAINER SHIP,MALTA,820,EW-9+8,TENERIFE,KARACHI,KPT,10/12/2024
7206330,UMM AL ANBER,RESEARCH/SURVEY VESSEL,UAE,900,WW-25,JEBEL ALI,KARACHI,KPT,10/12/2024
9293246,VIRA BHUM,CONTAINER SHIP,THAILAND,1305,SAPT-3,PORT QASIM,KARACHI,KPT,10/12/2024
9235828,EUPHORIA,CONTAINER SHIP,PANAMA,1905,EW-6+7,PORT QASIM,PORT QASIM,KPT,10/12/2024
9295256,KYOTO EXPRESS,CONTAINER SHIP,LIBERIA,900,QICT-9,RICHARDS BAY,PORT QASIM,PQA,10/12/2024
9508938,PVT AURORA,OIL/CHEMICAL TANKER,VIETNAM,915,EVTL,TENERIFE,PORT QASIM,PQA,10/12/2024
9856309,BERGE CATHERINE,BULK CARRIER,PANAMA,942,PIBT,JEBEL ALI,PORT QASIM,PQA,10/12/2024
9532795,APL ANTWERP,CONTAINER SHIP,MALTA,710,SAPT-3,MUNDRA,KARACHI,KPT,10/13/2024
9085558,KARLSKRONA,CONTAINER SHIP,LIBERIA,720,SAPT-2,KARACHI,ABU DHABI,KPT,10/13/2024
9196993,ITAL UNIVERSO,CONTAINER SHIP,ITALY,845,WW-28+29,KARACHI,MUNDRA,KPT,10/13/2024
9428841,SM NAVIGATOR,OIL PRODUCTS TANKER,PANAMA,915,OP-2,SINGAPORE,KARACHI,KPT,10/13/2024
9459412,HANSA EUROPE,CONTAINER SHIP,LIBERIA,2035,WW-26+27,KARACHI,KANDLA,KPT,10/13/2024
9323522,HYUNDAI JAKARTA,CONTAINER SHIP,KOREA,2040,SAPT-4,ALGECIRAS,KARACHI,KPT,10/13/2024
9691163,SUMMIT SW,BULK CARRIER,PANAMA,2130,EW-11+12,SHANGHAI,KARACHI,KPT,10/13/2024
9360453,MARDAN,CRUDE OIL TANKER,PAKISTAN,2145,OP-3,KARACHI,ORDER,KPT,10/13/2024
9286542,PUTUOSHAN,OIL/CHEMICAL TANKER,LIBERIA,2305,EW-1,NHAVA SHEVA,KARACHI,KPT,10/13/2024
9289207,MAERSK SARATOGA,CONTAINER SHIP,USA,1048,QICT-9,PORT QASIM,PIPAVAV,PQA,10/13/2024
9842346,ZHONG GU BO HAI,CONTAINER SHIP,CHINA,1325,QICT-7,PORT QASIM,KARACHI ANCH,PQA,10/13/2024
9342384,ISABELLA KOSAN,LPG TANKER,SINGAPORE,1418,EVTL,YEOSU,PORT QASIM,PQA,10/13/2024
9360697,APOLLON D,CONTAINER SHIP,PORTUGAL,1806,QICT-5,SALALAH,PORT QASIM,PQA,10/13/2024
9427342,KARPATHOS DAWN,BULK CARRIER,MARSHALL ISLANDS,1825,MW-2,MANGALORE,PORT QASIM,PQA,10/13/2024
9887401,SOLAR CATIE,OIL/CHEMICAL TANKER,LIBERIA,1906,LCT,MANGALORE,PORT QASIM,PQA,10/13/2024
9542520,CS CALLA,BULK CARRIER,BAHAMAS,1105,WW-24+25,SINGAPORE,KARACHI,KPT,10/14/2024
9718911,YANGZE 7,BULK CARRIER,LIBERIA,1110,EW-14+15,CASABLANCA,KARACHI,KPT,10/14/2024
9842346,ZHONG GU BO HAI,CONTAINER SHIP,CHINA,1145,WW-29+30,PORT QASIM,KARACHI,KPT,10/14/2024
9395941,NAVIOS BAHAMAS,CONTAINER SHIP,LIBERIA,2200,WW-28+29,JEBEL ALI,KARACHI,KPT,10/14/2024
9347437,KMTC COLOMBO,CONTAINER SHIP,KOREA,2215,SAPT-4,MUNDRA,KARACHI,KPT,10/14/2024
9336191,INDEPENDENT SPIRIT,CONTAINER SHIP,GERMANY,2250,EW-6+7,JEBEL ALI,KARACHI,KPT,10/14/2024
9444273,MOL PRESENCE,CONTAINER SHIP,LIBERIA,2355,SAPT-3,PORT QASIM,KARACHI,KPT,10/14/2024
9444273,MOL PRESENCE,CONTAINER SHIP,LIBERIA,850,QICT-7,PIPAVAV,PORT QASIM,PQA,10/14/2024
9154191,MSC POSITANO,CONTAINER SHIP,LIBERIA,945,QICT-8,MUNDRA,PORT QASIM,PQA,10/14/2024
9255854,MILAHA RAS LAFFAN,LNG TANKER,MALTA,1000,EETL,RAS LAFFAN,PORT QASIM,PQA,10/14/2024
9696474,LEONIDAS,BULK CARRIER,MALTA,1345,PIBT,MAPUTO,PORT QASIM,PQA,10/14/2024
9702728,AGIOS NIKOLAS,BULK CARRIER,MARSHALL ISLANDS,1810,FAP,ZHANJIANG,PORT QASIM,PQA,10/14/2024
9175535,SC TAIPEI,CRUDE OIL TANKER,HONG KONG,1815,EVTL,HAZIRA,PORT QASIM,PQA,10/14/2024
9294551,HYDRA,CRUDE OIL TANKER,MALTA,1218,SPM,FUJAIRAH,SPM KARACHI,SPM,10/14/2024
9604110,EVER LEGION,CONTAINER SHIP,SINGAPORE,1045,SAPT-2,NHAVA SHEVA,KARACHI,SPM,10/15/2024
9353266,SPIL KARTINI,CONTAINER SHIP,PANAMA,1100,EW-26+27,SINGAPORE,KARACHI,SPM,10/15/2024
9467316,CSCL NEPTUNE,CONTAINER SHIP,HONG KONG,2230,SAPT-4,KHALIFA,KARACHI,SPM,10/15/2024
9172753,MAYA GAS 1,LPG TANKER,COMOROS,1030,EVTL,KHOR AL ZUBAIR,PORT QASIM,PQA,10/15/2024
9409510,OCEAN PIONEER,OIL/CHEMICAL TANKER,MARSHALL ISLANDS,1036,LCT,ROSARIO,PORT QASIM,PQA,10/15/2024
9408865,MUNDRA EXPRESS,CONTAINER SHIP,LIBERIA,1313,QICT-9,MUNDRA,PORT QASIM,PQA,10/15/2024
9525479,MAERSK CAIRO,CONTAINER SHIP,HONG KONG,1605,QICT-5,NHAVA SHEVA,PORT QASIM,PQA,10/15/2024
9254276,HAPPY HERO,GENERAL CARGO,PANAMA,1648,FAP,DAMMAM,PORT QASIM,PQA,10/15/2024
9500106,CLIPPER BRUNELLO,BULK CARRIER,MARSHALL ISLANDS,1110,EW-5,MUMBAI,KARACHI,KPT,10/16/2024
9630365,SEASPAN GANGES,CONTAINER SHIP,HONG KONG,2130,SAPT-1,JEBEL ALI,KARACHI,KPT,10/16/2024
9262247,VENIZ 1,GENERAL CARGO,COMOROS,2310,EW-17,AL SUWAYQ,KARACHI,KPT,10/16/2024
9877614,SOLAR SHARNA,OIL/CHEMICAL TANKER,MARSHALL ISLANDS,2320,EW-2,KANDLA,KARACHI,KPT,10/16/2024
9044011,HAJ MOHAMMED,BULK CARRIER,PALAU,918,MW-I,PORT QASIM,ORDER,PQA,10/16/2024
9461893,APL QINGDAO,CONTAINER SHIP,MALTA,1150,QICT-9,PORT QASIM,NHAVA SHEVA,PQA,10/16/2024
9741530,QING QUAN SHAN,BULK CARRIER,HONG KONG,1206,PIBT,CONVENT,PORT QASIM,PQA,10/16/2024
9463580,SAN NICOLAS,BULK CARRIER,MARSHALL ISLANDS,1300,MW-4,RICHARDS BAY,PORT QASIM,PQA,10/16/2024
9333010,MAERSK KENSINGTON,CONTAINER SHIP,USA,1450,QICT-7,JEBEL ALI,PORT QASIM,PQA,10/16/2024
9935569,AKTI A,OIL/CHEMICAL TANKER,MALTA,1820,LCT,NHAVA SHEVA,PORT QASIM,PQA,10/16/2024
9338802,EM FORTUNE,OIL PRODUCTS TANKER,BELIZE,2235,FOTCO,JEBEL ALI,PORT QASIM,PQA,10/16/2024
9249594,EASLINE GUANGZHOU,OIL/CHEMICAL TANKER,PANAMA,345,OP-2,KANDLA,KARACHI,KPT,10/17/2024
