IMO,NAME,TYPE,FLAG,ARRIV/TIME,BERTH,LPOC,NPOC,PORT,ARRI/DATE
9189366,MSC TAVVISHI,CONTAINER SHIP,LIBERIA,905,QICT-9,PORT-0054,PORT QASIM,PORT-0066,28-09-2024
9292266,GRACE BRIDGE,CONTAINER SHIP,KOREA,140,SAPT-2,PORT-0054,KARACHI,PORT-0041,29-09-2024
9335185,COSCO NEW YORK,CONTAINER SHIP,PANAMA,1040,WW-28+29,PORT-0013,KARACHI,PORT-0041,29-09-2024
9323510,HMM BANGKOK,CONTAINER SHIP,KOREA,1100,SAPT-3,PORT-0057,KARACHI,PORT-0041,29-09-2024
9730270,BRIGITTE,BULK CARRIER,CYPRUS,1200,EW-13+14,PORT-0012,KARACHI,PORT-0041,29-09-2024
9515292,DS COUGAR,OIL/CHEMICAL TANKER,KOREA,1225,EW-2,PORT-0057,KARACHI,PORT-0041,29-09-2024
9461477,CYPRESS,CONTAINER SHIP,LIBERIA,2045,SAPT-1,PORT-0030,KARACHI,PORT-0041,29-09-2024
9442562,TG GEMINI,CHEMICAL TANKER,LIBERIA,2150,OP-3,PORT-0005,KARACHI,PORT-0041,29-09-2024
9270555,QUETTA,CRUDE OIL TANKER,PAKISTAN,2240,OP-1,PORT-0069,KARACHI,PORT-0041,29-09-2024
9256200,FUWAIRIT,LNG TANKER,BAHAMAS,1000,EETL,PORT-0068,PORT QASIM,PORT-0066,29-09-2024
9085534,KOTKA,CONTAINER SHIP,LIBERIA,1242,QICT-9,PORT-0057,PORT QASIM,PORT-0066,29-09-2024
9842346,ZHONG GU BO HAI,CONTAINER SHIP,CHINA,1645,QICT-7,PORT-0082,PORT QASIM,PORT-0066,29-09-2024
9360697,APOLLON D,CONTAINER SHIP,PORTUGAL,2345,QICT-5,PORT-0072,PORT QASIM,PORT-0066,29-09-2024
9399210,CMA CGM PEGASUS,CONTAINER SHIP,MALTA,1110,SAPT-2,PORT-0038,KARACHI,PORT-0041,30-09-2024
9725122,HYUNDAI MARS,CONTAINER SHIP,UNITED KINGDOM,1140,SAPT-3,PORT-0007,KARACHI,PORT-0041,30-09-2024
9842346,ZHONG GU BO HAI,CONTAINER SHIP,CHINA,1210,WW-29+30,PORT-0064,KARACHI,PORT-0041,30-09-2024
9336191,INDEPENDENT SPIRIT,CONTAINER SHIP,GERMANY,1240,EW-8+9,PORT-0030,KARACHI,PORT-0041,30-09-2024
9496628,YM EXPRESS,CONTAINER SHIP,LIBERIA,2230,WW-26+27,PORT-0080,KARACHI,PORT-0041,30-09-2024
9967445,X PRESS CARINA,CONTAINER SHIP,SINGAPORE,2235,SAPT-4,PORT-0054,KARACHI,PORT-0041,30-09-2024
9539482,SAFEEN POWER,CONTAINER SHIP,MARSHALL ISLANDS,2245,WW-28+29,PORT-0030,KARACHI,PORT-0041,30-09-2024
9902835,NORD MAJESTIC,OIL/CHEMICAL TANKER,SINGAPORE,2300,OP-3,PORT-0023,KARACHI,PORT-0041,30-09-2024
9522867,ASHICO VICTORIA,GENERAL CARGO,PANAMA,1200,FAP,PORT-0038,PORT QASIM,PORT-0066,30-09-2024
9154191,MSC POSITANO,CONTAINER SHIP,LIBERIA,1530,QICT-9,PORT-0054,PORT QASIM,PORT-0066,30-09-2024
9733363,ALDEN,OIL/CHEMICAL TANKER,NORWAY,2048,EVTL,PORT-0005,PORT QASIM,PORT-0066,30-09-2024
